"DDJHBH","GYSBM","YYBM","PSDBM","DDJHMXBH","YPBM","CGSL","CGDJ"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0313","118949","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0314","106133","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0315","126423","10000.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0316","130495","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0317","109409","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0318","105943","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0319","100987","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0320","118421","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0321","120799","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0322","136329","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0323","133991","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0324","116361","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0325","109921","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0326","111125","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0327","105015","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0328","129205","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0329","119861","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0330","137910","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0331","104165","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0332","130069","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0333","113243","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0334","102575","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0335","119787","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0336","118063","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0337","119817","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0338","111541","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0339","102587","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0340","129341","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0341","114371","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0342","100989","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0343","136783","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0344","106133","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0345","127553","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0346","119813","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0347","117775","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0348","101441","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0349","132823","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0350","119659","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0351","124015","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0352","114709","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0353","120481","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0354","100963","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0355","109451","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0356","119797","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0357","136767","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0358","127601","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0359","115515","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0360","134169","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0361","134265","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0362","119783","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0363","113237","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0364","134237","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0365","129613","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0366","133903","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0367","113161","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0368","129001","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0369","118063","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0370","101139","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0371","112695","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0372","120499","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0373","114939","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0374","108117","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0375","102579","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0376","116351","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0377","124013","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0378","108525","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0379","135307","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0380","119785","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0381","127639","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0382","109513","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0383","110205","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0384","109401","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0385","113819","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0386","122821","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0387","105011","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0388","131735","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0389","134639","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0390","108221","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0391","127649","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0392","135333","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0393","105005","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0394","111091","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0395","130701","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0396","111773","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0397","100961","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0398","119227","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0399","120729","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0400","127695","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0401","114321","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0402","114741","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0403","129459","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0404","128205","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0405","121741","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0406","133877","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0407","119005","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0408","133883","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0409","124683","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0410","105329","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0411","119021","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0412","101639","1010.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0413","132785","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0414","134685","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0415","113807","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0416","115353","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0417","136795","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0418","119241","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0419","131699","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0420","110357","10.000","30.00"
